epoch,lr-AdamW,step,train_loss,train_top1,train_top3,train_top5,val_loss,val_top1,val_top3,val_top5
,0.001,0,,,,,,,,
0,,8,,,,,3.5194177627563477,4.398148059844971,23.070987701416016,29.7260799407959
0,,8,3.5612540245056152,1.3741086721420288,4.4908447265625,13.04111385345459,,,,
,0.001,9,,,,,,,,
1,,17,,,,,3.4097681045532227,13.425926208496094,41.12654495239258,59.567901611328125
1,,17,3.485316514968872,11.482491493225098,28.80024528503418,38.79924011230469,,,,
,0.001,18,,,,,,,,
2,,26,,,,,3.0972650051116943,33.391204833984375,56.34645080566406,65.14274597167969
2,,26,3.2845709323883057,30.470970153808594,54.182594299316406,66.95633697509766,,,,
,0.001,27,,,,,,,,
3,,35,,,,,2.546095609664917,35.41666793823242,95.71759033203125,97.85879516601562
3,,35,2.844970941543579,39.78544235229492,66.2899169921875,82.42218017578125,,,,
,0.001,36,,,,,,,,
4,,44,,,,,2.0372345447540283,70.50540161132812,100.0,100.0
4,,44,2.264047622680664,48.46394348144531,84.1802978515625,95.16771697998047,,,,
,0.001,45,,,,,,,,
5,,53,,,,,1.6053258180618286,75.98379516601562,97.74305725097656,97.74305725097656
5,,53,1.7055480480194092,70.98738098144531,94.55118560791016,98.03094482421875,,,,
,0.001,54,,,,,,,,
6,,62,,,,,1.306994080543518,86.80555725097656,97.85879516601562,100.0
6,,62,1.2861080169677734,81.79573822021484,96.71311950683594,98.84483337402344,,,,
